"","x"
"1",1.01738958675182
"2",1.01022892961523
"3",1.0245107136015
"4",1.02926446592316
"5",1.02503327784494
"6",1.02427227274357
"7",1.03890607093089
"8",1.02437855004237
"9",1.02532685554209
"10",1.02516043574904
"11",1.04503856100051
"12",1.03716211213871
"13",1.02246174870158
"14",1.02830656100178
"15",1.0398154086556
"16",1.03956480365445
"17",1.05228335973456
"18",1.04471288790497
"19",1.05830030429887
"20",1.05444719321372
"21",1.03930562864512
"22",1.06157333903377
"23",1.043691379951
"24",1.0601966398672
"25",1.07139931636221
"26",1.07091880534043
"27",1.05517601837469
"28",1.06985947507933
"29",1.06379932591834
"30",1.05973200751446
"31",1.06004218750122
"32",1.06105570108899
"33",1.08072742487385
"34",1.0728438118841
"35",1.07021027866877
"36",1.0802063695609
"37",1.07637669921185
"38",1.08018637263188
"39",1.06729343668921
"40",1.09420311407392
"41",1.07505040429041
"42",1.09197608935501
"43",1.09389343713727
"44",1.0813368288137
"45",1.08573294739607
"46",1.09578039701977
"47",1.08430536264847
"48",1.08328485152561
"49",1.11108008043508
"50",1.10272634312707
"51",1.09800752224876
"52",1.09014612148235
"53",1.09549796666245
"54",1.10086636599627
"55",1.10187711645011
"56",1.11809416109646
"57",1.11211510298901
"58",1.09918553686701
"59",1.1010250219534
"60",1.12492164972937
"61",1.10461133154539
"62",1.1083324017599
"63",1.13435477096124
"64",1.12087268811799
"65",1.11716109677922
"66",1.13656221973478
"67",1.119407734298
"68",1.12752409697264
"69",1.12941076376972
"70",1.14078918654431
"71",1.14798617359892
"72",1.13143831617493
"73",1.14038802121881
"74",1.13754770170096
"75",1.13207069482586
"76",1.13115774296802
"77",1.1474249245619
"78",1.15138729450616
"79",1.1486932518759
"80",1.14858167043791
"81",1.14187195246386
"82",1.13859719566304
"83",1.15996677489944
"84",1.16754843617823
"85",1.16832090303243
"86",1.14699248031063
"87",1.16152994876768
"88",1.14699729047375
"89",1.16193651936582
"90",1.15190674941568
"91",1.17097533538802
"92",1.15329844787672
"93",1.15387079645229
